name,repo_name,login,contributions
wix/react-native-navigation,wix/react-native-navigation,jslz,4
reark/reark,reark/reark,apoi,4
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,ljf1172361058,4
alibaba/jvm-sandbox,alibaba/jvm-sandbox,caoenergy,4
PipelineAI/pipeline,PipelineAI/pipeline,MarsWarrior,4
owncloud/android,owncloud/android,michaelstingl,4
SeleniumHQ/selenium,SeleniumHQ/selenium,schmidtkp,4
objectbox/objectbox-java,objectbox/objectbox-java,indrakumarprajapat,4
OpenRefine/OpenRefine,OpenRefine/OpenRefine,fpompermaier,4
reactive-streams/reactive-streams-jvm,reactive-streams/reactive-streams-jvm,viktorklang,4
eugenp/tutorials,eugenp/tutorials,myluckagain,4
react-native-community/react-native-blur,react-native-community/react-native-blur,rocketbitz,4
chrisbanes/PhotoView,chrisbanes/PhotoView,vsay01,4
bazelbuild/bazel,bazelbuild/bazel,petemounce,4
ReactiveX/RxAndroid,ReactiveX/RxAndroid,isfaaghyth,4
square/picasso,square/picasso,needz,4
hustcc/JS-Sorting-Algorithm,hustcc/JS-Sorting-Algorithm,LokiSharp,4
react-native-community/react-native-camera,react-native-community/react-native-camera,hardcodet,4
apache/incubator-skywalking,apache/incubator-skywalking,hanahmily,4
elastic/elasticsearch,elastic/elasticsearch,Stono,4
eugenp/tutorials,eugenp/tutorials,raksha-rao,4
jOOQ/jOOQ,jOOQ/jOOQ,stangls,4
firebase/quickstart-android,firebase/quickstart-android,alexcohn,4
ThirtyDegreesRay/OpenHub,ThirtyDegreesRay/OpenHub,squeezer11,4
elastic/elasticsearch,elastic/elasticsearch,nrichers,4
ACRA/acra,ACRA/acra,koral--,4
spring-projects/spring-boot,spring-projects/spring-boot,meltsufin,4
razerdp/BasePopup,razerdp/BasePopup,ParfoisMeng,4
uber/AutoDispose,uber/AutoDispose,0legg,4
pmd/pmd,pmd/pmd,capeterson,4
eugenp/tutorials,eugenp/tutorials,yatendragoel,4
junit-team/junit5,junit-team/junit5,Lubetkin,4
googlesamples/google-services,googlesamples/google-services,isaisachen,4
pengjianbo/GalleryFinal,pengjianbo/GalleryFinal,LanJD,4
google/guava,google/guava,cgdecker,4
dianping/cat,dianping/cat,qmwu2000,4
davideas/FlexibleAdapter,davideas/FlexibleAdapter,tcqq,4
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,pertl,4
apache/flink,apache/flink,joerg84,4
arduino/Arduino,arduino/Arduino,avandalen,4
runelite/runelite,runelite/runelite,XrioBtw,4
Netflix/zuul,Netflix/zuul,mmdemirbas,4
apache/kafka,apache/kafka,nicktrav,4
wix/react-native-navigation,wix/react-native-navigation,FlaviooLima,4
redisson/redisson,redisson/redisson,lying1234,4
NLPchina/ansj_seg,NLPchina/ansj_seg,shi-yuan,4
davideas/FlexibleAdapter,davideas/FlexibleAdapter,quangson91,4
skylot/jadx,skylot/jadx,liach,4
square/okhttp,square/okhttp,gdky005,4
facebook/fresco,facebook/fresco,zjupure,4
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,gberche-orange,4
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,zhyihui,4
ctripcorp/apollo,ctripcorp/apollo,tastypinenut,4
junit-team/junit5,junit-team/junit5,mkobit,4
cryptomator/cryptomator,cryptomator/cryptomator,28Black,4
processing/processing,processing/processing,tolkanabroski,4
ReactiveX/RxJava,ReactiveX/RxJava,simonbasle,4
apache/beam,apache/beam,aviemzur,4
bumptech/glide,bumptech/glide,ooeoo,4
bazelbuild/bazel,bazelbuild/bazel,barlevalon,4
javaparser/javaparser,javaparser/javaparser,sergerrr,4
bazelbuild/bazel,bazelbuild/bazel,ivucica,4
realm/realm-java,realm/realm-java,dbskarl,4
apache/kafka,apache/kafka,norwood,4
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,amoellmann,4
arduino/Arduino,arduino/Arduino,SandeepanSengupta,4
grpc/grpc-java,grpc/grpc-java,lukaszx0,4
alibaba/vlayout,alibaba/vlayout,bean-liu,4
springfox/springfox,springfox/springfox,ptheohar,4
dbeaver/dbeaver,dbeaver/dbeaver,karlochev,4
bumptech/glide,bumptech/glide,searchy2,4
apereo/cas,apereo/cas,tsschmidt,4
Tencent/tinker,Tencent/tinker,blackberry2016,4
neo4j/neo4j,neo4j/neo4j,digitalstain,4
airbnb/native-navigation,airbnb/native-navigation,benkraus,4
wix/react-native-navigation,wix/react-native-navigation,danilobuerger,4
alibaba/jvm-sandbox,alibaba/jvm-sandbox,CLAassistant,4
wix/react-native-navigation,wix/react-native-navigation,ugendrang,4
alibaba/jvm-sandbox,alibaba/jvm-sandbox,yb755,4
google/ExoPlayer,google/ExoPlayer,Soulkey7,4
lettuce-io/lettuce-core,lettuce-io/lettuce-core,destitutus,4
springfox/springfox,springfox/springfox,desprez,4
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,wudilun,4
huangyanbin/smartTable,huangyanbin/smartTable,onexuan,4
auth0/java-jwt,auth0/java-jwt,zaajava,4
abel533/Mapper,abel533/Mapper,wangzhihaolighter,4
xetorthio/jedis,xetorthio/jedis,joroda,4
apache/ignite,apache/ignite,dmekhanikov,4
rstudio/rstudio,rstudio/rstudio,Thermi,4
JanusGraph/janusgraph,JanusGraph/janusgraph,buzhidaowenwen,4
airbnb/lottie-android,airbnb/lottie-android,andersu,4
spring-projects/spring-data-examples,spring-projects/spring-data-examples,olivergierke,4
apache/kafka,apache/kafka,gunnarmorling,4
FasterXML/jackson-databind,FasterXML/jackson-databind,deblockt,4
bazelbuild/bazel,bazelbuild/bazel,vjpai,4
web3j/web3j,web3j/web3j,6epreu,4
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,benaadams,4
elastic/elasticsearch,elastic/elasticsearch,aeroastro,4
tronprotocol/java-tron,tronprotocol/java-tron,wailo,4
apache/beam,apache/beam,mdvorsky,4
arduino/Arduino,arduino/Arduino,dphamminh,4
react-native-community/react-native-video,react-native-community/react-native-video,choychris,4
react-native-community/react-native-blur,react-native-community/react-native-blur,Kureev,3
openhab/openhab1-addons,openhab/openhab1-addons,ThomDietrich,3
react-native-community/react-native-video,react-native-community/react-native-video,Donhv,3
OpenTSDB/opentsdb,OpenTSDB/opentsdb,vyshaliN,3
square/okhttp,square/okhttp,yoavgray,3
mockito/mockito,mockito/mockito,da-na,3
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,CleverSJX,3
eclipse/jetty.project,eclipse/jetty.project,ramarro123,3
bigbluebutton/bigbluebutton,bigbluebutton/bigbluebutton,gutobenn,3
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,plokhotnyuk,3
alibaba/druid,alibaba/druid,Cat7373,3
arduino/Arduino,arduino/Arduino,barsznica,3
square/okhttp,square/okhttp,DmitriyYakovlev,3
codecentric/spring-boot-admin,codecentric/spring-boot-admin,mrumpf,3
TooTallNate/Java-WebSocket,TooTallNate/Java-WebSocket,lavancfc,3
Bigkoo/Android-PickerView,Bigkoo/Android-PickerView,w1570187062,3
lingochamp/okdownload,lingochamp/okdownload,FollowMeWang,3
eugenp/tutorials,eugenp/tutorials,belalgalal,3
zjw-swun/AppMethodOrder,zjw-swun/AppMethodOrder,huang3eng,3
davideas/FlexibleAdapter,davideas/FlexibleAdapter,jrcacd,3
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,yangdong,3
naver/pinpoint,naver/pinpoint,ecamy,3
yadav-rahul/TastyToast,yadav-rahul/TastyToast,nullkk,3
xuxueli/xxl-job,xuxueli/xxl-job,ie7shop,3
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,klaszlo8207,3
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,CleverSJX,3
SeleniumHQ/selenium,SeleniumHQ/selenium,martynovig,3
ACRA/acra,ACRA/acra,greenscreens-io,3
Activiti/Activiti,Activiti/Activiti,alirezamirian,3
grpc/grpc-java,grpc/grpc-java,bogdandrutu,3
realm/realm-java,realm/realm-java,PhilGlass,3
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,wustor,3
h2oai/h2o-3,h2oai/h2o-3,laurendiperna,3
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,Alanlxh,3
react-native-community/react-native-camera,react-native-community/react-native-camera,archanasantoshwhatkar,3
react-native-community/react-native-svg,react-native-community/react-native-svg,ctgardner,3
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,malte0811,3
youth5201314/banner,youth5201314/banner,OathkeeperDL7,3
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,conghuahuadan,3
facebook/buck,facebook/buck,rmaz,3
dbeaver/dbeaver,dbeaver/dbeaver,jlgocella,3
bazelbuild/bazel,bazelbuild/bazel,sanjoy,3
youth5201314/banner,youth5201314/banner,ChangBaofeng,3
react-native-community/react-native-svg,react-native-community/react-native-svg,594904020,3
HoraApps/LeafPic,HoraApps/LeafPic,CalvinNor,3
springfox/springfox,springfox/springfox,sebasira,3
googlesamples/google-services,googlesamples/google-services,pradhulstha,3
react-native-community/react-native-camera,react-native-community/react-native-camera,emmajam,3
facebook/fresco,facebook/fresco,EMIN3M1986,3
realm/realm-java,realm/realm-java,gauris26,3
aws/aws-sdk-java,aws/aws-sdk-java,saurabhhv,3
confluentinc/ksql,confluentinc/ksql,tomlinsonr,3
springfox/springfox,springfox/springfox,Hronom,3
FasterXML/jackson-databind,FasterXML/jackson-databind,jschaf,3
openhab/openhab1-addons,openhab/openhab1-addons,cweitkamp,3
facebook/buck,facebook/buck,jkeljo,3
prontera/spring-cloud-rest-tcc,prontera/spring-cloud-rest-tcc,gino2010,3
Tencent/VasSonic,Tencent/VasSonic,felixxfwang,3
thingsboard/thingsboard,thingsboard/thingsboard,konglinghai123,3
jamesdbloom/mockserver,jamesdbloom/mockserver,benhuangyong,3
spring-projects/spring-boot,spring-projects/spring-boot,qinnnyul,3
sparklemotion/nokogiri,sparklemotion/nokogiri,franklinyu,3
Alluxio/alluxio,Alluxio/alluxio,Mitisky,3
vert-x3/vertx-examples,vert-x3/vertx-examples,recena,3
hazelcast/hazelcast,hazelcast/hazelcast,ihsandemir,3
TommyLemon/APIJSON,TommyLemon/APIJSON,TommyLemon,3
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,ildar,3
eugenp/tutorials,eugenp/tutorials,rjaladurgam,3
evrencoskun/TableView,evrencoskun/TableView,spd-heshuip,3
Netflix/Hystrix,Netflix/Hystrix,M0053,3
openhab/openhab1-addons,openhab/openhab1-addons,donald1985,3
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,pp010,3
apache/beam,apache/beam,Exprosed,3
elastic/elasticsearch,elastic/elasticsearch,reggieb,3
square/moshi,square/moshi,Phoca,3
amirzaidi/Launcher3,amirzaidi/Launcher3,bushman1,3
alamkanak/Android-Week-View,alamkanak/Android-Week-View,ccparram,3
evrencoskun/TableView,evrencoskun/TableView,gmcodebuster,3
firebase/quickstart-android,firebase/quickstart-android,dpebot,3
rzwitserloot/lombok,rzwitserloot/lombok,dpalic,3
arduino/Arduino,arduino/Arduino,Rotzbua,3
cglib/cglib,cglib/cglib,raphw,3
square/okhttp,square/okhttp,erikpoort,3
jdsjlzx/LRecyclerView,jdsjlzx/LRecyclerView,liusuper2017,3
mrniko/netty-socketio,mrniko/netty-socketio,wirechen,3
redisson/redisson,redisson/redisson,welovelain,3
signalapp/Signal-Android,signalapp/Signal-Android,p4nci,3
spring-projects/spring-boot,spring-projects/spring-boot,dusan-eremic,3
stormzhang/9GAG,stormzhang/9GAG,vincentsun870530,3
google/guice,google/guice,natros,3
pedant/sweet-alert-dialog,pedant/sweet-alert-dialog,weiwenhuaming01,3
vavr-io/vavr,vavr-io/vavr,404-,3
scwang90/SmartRefreshLayout,scwang90/SmartRefreshLayout,huashengzzz,3
arduino/Arduino,arduino/Arduino,sandeepmistry,3
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,WanghongLin,3
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,yarons,3
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,Jithendra-V-Kumar,3
thingsboard/thingsboard,thingsboard/thingsboard,mehranq,3
keycloak/keycloak,keycloak/keycloak,shimkiv,3
react-native-community/react-native-camera,react-native-community/react-native-camera,fadeli1,3
mrniko/netty-socketio,mrniko/netty-socketio,sunilgulabani,3
rest-assured/rest-assured,rest-assured/rest-assured,BogdanJelerRO,3
google/ExoPlayer,google/ExoPlayer,ZohaibGhafoor,3
facebook/react-native-fbsdk,facebook/react-native-fbsdk,facebook-github-bot,3
huangyanbin/smartTable,huangyanbin/smartTable,xiemeng99,3
xetorthio/jedis,xetorthio/jedis,yapei123,3
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,1c7,3
YoKeyword/Fragmentation,YoKeyword/Fragmentation,yanshihao3,3
LWJGL/lwjgl3,LWJGL/lwjgl3,cwb123,3
rzwitserloot/lombok,rzwitserloot/lombok,schuettec,3
siacs/Conversations,siacs/Conversations,d9h20f,3
oracle/graal,oracle/graal,entlicher,3
bazelbuild/bazel,bazelbuild/bazel,zlalanne,3
dbeaver/dbeaver,dbeaver/dbeaver,craigcarnell,3
apache/kafka,apache/kafka,jasonaliyetti,3
react-native-community/react-native-camera,react-native-community/react-native-camera,nrakochy,3
springfox/springfox,springfox/springfox,rplees,3
apache/rocketmq,apache/rocketmq,vesense,3
springfox/springfox,springfox/springfox,goodlifeinc,3
Graylog2/graylog2-server,Graylog2/graylog2-server,tachtler,3
realm/realm-java,realm/realm-java,jrcacd,3
alibaba/canal,alibaba/canal,zhmz1326,3
ReactiveX/RxJava,ReactiveX/RxJava,Auffahrend,3
keycloak/keycloak,keycloak/keycloak,knutz3n,3
googlesamples/google-services,googlesamples/google-services,lbarrettanderson,3
facebook/facebook-android-sdk,facebook/facebook-android-sdk,winedigger,3
H07000223/FlycoTabLayout,H07000223/FlycoTabLayout,MelvinCen,3
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,YorkWong,3
react-native-community/react-native-video,react-native-community/react-native-video,selsamman,3
wix/react-native-navigation,wix/react-native-navigation,jackmew,3
ReactiveX/RxJava,ReactiveX/RxJava,kagile,3
lzyzsd/JsBridge,lzyzsd/JsBridge,hyy12345678,3
eugenp/tutorials,eugenp/tutorials,etuzlaci,3
firebase/quickstart-android,firebase/quickstart-android,pro100svitlo,3
zaproxy/zaproxy,zaproxy/zaproxy,GregoryPerry706,3
chrisbanes/PhotoView,chrisbanes/PhotoView,divysoni3,3
orientechnologies/orientdb,orientechnologies/orientdb,hosseinGanjyar,3
mrniko/netty-socketio,mrniko/netty-socketio,lilaizhencn,3
thingsboard/thingsboard,thingsboard/thingsboard,cc19931002,3
Alluxio/alluxio,Alluxio/alluxio,bajohns,3
guardianproject/haven,guardianproject/haven,nerds-R-bae,3
apache/beam,apache/beam,johnmac-ibm,3
alibaba/canal,alibaba/canal,freeme,3
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,Unlighten,3
javaee-samples/javaee7-samples,javaee-samples/javaee7-samples,lprimak,3
JakeWharton/DiskLruCache,JakeWharton/DiskLruCache,ncruces,3
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,y2653904,3
spring-projects/spring-data-examples,spring-projects/spring-data-examples,thomasdarimont,3
apache/ignite,apache/ignite,sk0x50,3
realm/realm-java,realm/realm-java,algrid,3
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,18300072348,3
rzwitserloot/lombok,rzwitserloot/lombok,lpandzic,3
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,ankitgoyal1009,3
JakeWharton/butterknife,JakeWharton/butterknife,goldenbr0wn,3
bazelbuild/bazel,bazelbuild/bazel,marup,3
dianping/cat,dianping/cat,duguyixiaono1,3
apache/flink,apache/flink,StevenLangbroek,3
prestodb/presto,prestodb/presto,buremba,3
apache/kafka,apache/kafka,bartdevylder,3
alibaba/canal,alibaba/canal,guorain321,3
elastic/elasticsearch,elastic/elasticsearch,sihil,3
apache/flink,apache/flink,okumin,3
realm/realm-java,realm/realm-java,destman,3
zo0r/react-native-push-notification,zo0r/react-native-push-notification,SSTPIERRE2,3
google/j2objc,google/j2objc,kpgalligan,3
abel533/Mapper,abel533/Mapper,AngiWANG,3
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,Lordmau5,3
wix/react-native-navigation,wix/react-native-navigation,DinDents,3
wix/react-native-navigation,wix/react-native-navigation,perrosnk,3
elastic/elasticsearch,elastic/elasticsearch,fvilpoix,3
square/okhttp,square/okhttp,aahlenst,3
spring-projects/spring-boot,spring-projects/spring-boot,mp911de,3
google/ExoPlayer,google/ExoPlayer,rachitmishra,3
jOOQ/jOOQ,jOOQ/jOOQ,timur-sh,3
bytedeco/javacv,bytedeco/javacv,chxchen,3
languagetool-org/languagetool,languagetool-org/languagetool,MartinPC,3
google/guice,google/guice,googlebot,3
realm/realm-java,realm/realm-java,mblcdr,3
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,kaefert,3
apache/flink,apache/flink,tweise,3
facebook/stetho,facebook/stetho,iBotasky,3
apache/kafka,apache/kafka,tanvijaywant31,3
cSploit/android,cSploit/android,squeezer11,3
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,pmalipio,3
apache/groovy,apache/groovy,cavdhut,3
alibaba/druid,alibaba/druid,abc127890,3
evernote/android-job,evernote/android-job,deeps2HOG,3
apache/hadoop,apache/hadoop,aajisaka,3
spring-projects/spring-boot,spring-projects/spring-boot,joshiste,3
web3j/web3j,web3j/web3j,javahippie,3
square/retrofit,square/retrofit,NightlyNexus,3
brettwooldridge/HikariCP,brettwooldridge/HikariCP,jnehlmeier,3
elastic/elasticsearch,elastic/elasticsearch,adamhadani,3
FasterXML/jackson-databind,FasterXML/jackson-databind,OneSourceCat,3
alibaba/jvm-sandbox,alibaba/jvm-sandbox,xinleigithub,3
apereo/cas,apereo/cas,DavidRG13,3
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,boq,3
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,jcarvalho,3
FasterXML/jackson-databind,FasterXML/jackson-databind,mattsheppard,3
jenkinsci/jenkins,jenkinsci/jenkins,stephenc,3
NLPchina/ansj_seg,NLPchina/ansj_seg,ansjsun,3
springfox/springfox,springfox/springfox,gitforpushpak,3
signalapp/Signal-Android,signalapp/Signal-Android,nicholasfoden,3
JakeWharton/butterknife,JakeWharton/butterknife,runningcode,3
GrenderG/Toasty,GrenderG/Toasty,chenfd99,3
floragunncom/search-guard,floragunncom/search-guard,jochenkressin,3
cjlin1/libsvm,cjlin1/libsvm,cjlin1,3
bazelbuild/bazel,bazelbuild/bazel,f9rocket,3
Graylog2/graylog2-server,Graylog2/graylog2-server,lennartkoopmann,3
elastic/elasticsearch,elastic/elasticsearch,antonpious,3
MyCATApache/Mycat-Server,MyCATApache/Mycat-Server,yanjunli,3
neo4j/neo4j,neo4j/neo4j,InverseFalcon,3
zxing/zxing,zxing/zxing,ligi,3
react-native-community/react-native-camera,react-native-community/react-native-camera,haofeng123,3
openhab/openhab1-addons,openhab/openhab1-addons,mhilbush,3
floragunncom/search-guard,floragunncom/search-guard,tbennett6421,3
rzwitserloot/lombok,rzwitserloot/lombok,michaeltecourt,3
prestodb/presto,prestodb/presto,amoghmargoor,3
trello/RxLifecycle,trello/RxLifecycle,nekocode,3
robinhood/ticker,robinhood/ticker,danh32,3
reactive-streams/reactive-streams-jvm,reactive-streams/reactive-streams-jvm,akarnokd,3
thingsboard/thingsboard,thingsboard/thingsboard,srimathselva,3
wix/react-native-navigation,wix/react-native-navigation,birkir,3
Tencent/tinker,Tencent/tinker,PrototypeZ,3
keycloak/keycloak,keycloak/keycloak,mstruk,3
gocd/gocd,gocd/gocd,tomzo,3
elastic/elasticsearch,elastic/elasticsearch,mveitas,3
processing/processing,processing/processing,christianbender,3
bazelbuild/bazel,bazelbuild/bazel,paladox,3
TakuSemba/Spotlight,TakuSemba/Spotlight,maherhanafi,3
google/grafika,google/grafika,CreaRo,3
elastic/elasticsearch,elastic/elasticsearch,epixa,3
chennaione/sugar,chennaione/sugar,masoomyf,3
airbnb/epoxy,airbnb/epoxy,beantoan,3
Ashok-Varma/BottomNavigation,Ashok-Varma/BottomNavigation,Ashok-Varma,3
apache/kafka,apache/kafka,scholzj,3
eclipse/che,eclipse/che,andrew-mclachlan,3
dbeaver/dbeaver,dbeaver/dbeaver,rumbin,3
spring-projects/spring-boot,spring-projects/spring-boot,artembilan,3
rzwitserloot/lombok,rzwitserloot/lombok,mithuns,3
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,detached,3
zxing/zxing,zxing/zxing,CharlyNapf,3
spring-projects/spring-boot,spring-projects/spring-boot,mle-enso,3
FasterXML/jackson-databind,FasterXML/jackson-databind,reda-alaoui,3
bumptech/glide,bumptech/glide,Mathbl,3
alibaba/vlayout,alibaba/vlayout,lixi0912,3
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,schrum2,3
junit-team/junit4,junit-team/junit4,marcphilipp,3
alibaba/druid,alibaba/druid,zone1511,3
thingsboard/thingsboard,thingsboard/thingsboard,stormwrym,3
arduino/Arduino,arduino/Arduino,hachi,3
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,Broele,3
YoKeyword/Fragmentation,YoKeyword/Fragmentation,bbiii,3
rest-assured/rest-assured,rest-assured/rest-assured,cheeseinlove,3
springfox/springfox,springfox/springfox,MartinNeumannBeTSE,3
gocd/gocd,gocd/gocd,rajiesh,3
raphw/byte-buddy,raphw/byte-buddy,novaterata,3
lets-blade/blade,lets-blade/blade,greenlaw110,3
Netflix/ribbon,Netflix/ribbon,tingliu9,3
google/closure-compiler,google/closure-compiler,rauhs,3
netty/netty,netty/netty,thomdev,3
Konloch/bytecode-viewer,Konloch/bytecode-viewer,aleksandrkbl,3
react-native-community/react-native-svg,react-native-community/react-native-svg,kylehagler,3
elastic/elasticsearch,elastic/elasticsearch,asmita2201,3
cjlin1/libsvm,cjlin1/libsvm,BramVanroy,3
junit-team/junit5,junit-team/junit5,TimvdLippe,3
spring-projects/spring-boot,spring-projects/spring-boot,kdvolder,3
netty/netty,netty/netty,kashike,3
